gene,symbol,description,baseMean,log2FoldChange,lfcSE,pvalue,padj
AT1G68585,NA,NA,63.77416324298494,-0.03580737047607904,0.3384514828193901,0.7987585336977876,0.999051410240337
AT1G68650,PML5,NA,61.3119043963065,-0.03847839712594544,0.33686517850076053,0.7886395649572199,0.999051410240337
AT1G68670,HHO2,NA,906.3407530687516,0.04795090387581448,0.317689089075578,0.7805252741568895,0.999051410240337
AT1G68680,NA,NA,137.87130588827904,-0.04790263972514475,0.319634633326026,0.7702550029392868,0.999051410240337
AT1G68725,AGP19,"AGP19 is a lysine-rich arabinogalactan-protein (AGP) and part of a multi-gene family of glycoproteins with approx. 50 members. It falls into one subclass with AGP17 and AGP18, other lysine-rich AGPs. It is expressed in young leaves, shoots, roots and flowers. Non-consensus splice site at the intron:exon boundary (AT:exon)",32.68107820390595,0.03455753188019685,0.3421785280941307,0.8048734687742662,0.999051410240337
AT1G68730,NA,NA,77.742354557181,0.04462516075452205,0.33449742034794433,0.7707752706291363,0.999051410240337
AT1G68780,NA,NA,101.9689985631614,0.03312215330565758,0.3482288655662685,0.7978913841238074,0.999051410240337
AT1G68790,CRWN3,NA,472.3767455055605,-0.02887477547783864,0.3218957614972929,0.8540592302424586,0.999051410240337
AT1G68870,ATSOFL2,AtSOFL1 acts redundantly with AtSOFL2 as positive regulator of cytokinin levels and cytokinin-mediated development.,21.374088360834527,-0.0150123237193528,0.3554691223734973,0.8820163079751703,0.999051410240337
AT1G68910,WIT2,"Encodes one of the WPP domain-interacting proteins (WIT1/AT5G11390, WIT2/AT1G68910) required for RanGAP nuclear envelope association in root tip cells.  Ran GTPase plays essential roles in multiple cellular processes, including nucleocytoplasmic transport, spindle formation, and postmitotic nuclear envelope reassembly. The cytoplasmic Ran GTPase activating protein RanGAP is critical to establish a functional RanGTP/RanGDP gradient across the nuclear envelope and is associated with the outer surface of the nuclear envelope in metazoan and higher plant cells. Arabidopsis thaliana RanGAP association with the root tip nuclear envelope requires a family of likely plant-specific nucleoporins combining coiled-coil and transmembrane domains (CC-TMD) and WPP domain-interacting proteins (WIPs).  WIT1 and WIT2 have been identified as a second family of CC-TMD proteins, structurally similar, yet clearly distinct from the WIP family, that is required for RanGAP nuclear envelop association in root tip cells.",221.39351025420217,0.0504245018788822,0.31938321524304536,0.7665482524030637,0.999051410240337
AT1G68940,NA,NA,10.482327269435112,-0.00324572273713536,0.36007551771028096,0.9667818470788831,0.999051410240337
AT1G69030,NA,NA,137.3683343544239,-0.03712773431612846,0.3262153031573755,0.8114212362931281,0.999051410240337
AT1G69170,AtSPL6,NA,100.83180424582994,0.00393435294429914,0.3213712260777942,0.9842026578821996,0.999051410240337
AT1G69220,SIK1,Encodes a putative serine/threonine kinase (SIK1).,597.1929725702403,-0.01046094395295157,0.33010187395324814,0.9394853619854028,0.999051410240337
AT1G69250,NA,NA,323.0484222580797,0.01465995917916729,0.31424849884096345,0.933554784457012,0.999051410240337
AT1G69252,NA,NA,754.6698870337686,-0.01614675606309487,0.3466164039933203,0.8904220208829993,0.999051410240337
AT1G69260,AFP1,NA,916.7373257975372,-4.631495225336797e-4,0.3673858157353254,0.9732109054853736,0.999051410240337
AT1G69280,NA,NA,31.847781614143752,0.00201228391110671,0.33837146869771545,0.9919677757474672,0.999051410240337
AT1G69310,ATWRKY57,member of WRKY Transcription Factor; Group II-c,238.99644401694837,-0.01674437494546695,0.3249744640922422,0.9112761082548246,0.999051410240337
AT1G69330,NA,NA,69.9177641941901,0.03466413077104091,0.3269253165805078,0.8294911223202253,0.999051410240337
AT1G69350,NA,NA,6.97151414375074,0.00401054294000511,0.3594922621327283,0.9682159423328032,0.999051410240337
AT1G69370,AtCM3,Encodes chorismate mutase 3 (CM3).,156.19203512012828,0.02822582654958507,0.32387023930384584,0.8642213463171472,0.999051410240337
AT1G69380,RRG,NA,54.58880707601115,-0.02656753232273976,0.33309737613839385,0.85531045595836,0.999051410240337
AT1G69390,ARC12,Encodes an Arabidopsis homologue of the bacterial MinE topological specificity factor ensuring correct division site placement.   It is an essential integral component of the plastid division machinery.,767.5609335868975,0.02934872071105567,0.3160715923984125,0.865764849097918,0.999051410240337
AT1G69410,ATELF5A-3,"Encodes eIF5A-2, a putative eukaryotic translation initiation factor.  There are three eIF5A coding genes in Arabidopsis: eIF5A-1/At1g13950, eIF5A-2/At1g26630 and eIF5A-3/At1g69410.",1176.7362479413764,0.02701948388930547,0.3221575460859625,0.8743101828287034,0.999051410240337
AT1G69490,ANAC029,Encodes a member of the NAC transcription factor gene family.  It is expressed in floral primordia and upregulated by AP3 and PI.  Its expression is associated with leaf senescence.,1052.9831281836505,-0.01818567416092298,0.3503089648379482,0.8684913650479515,0.999051410240337
AT1G69570,CDF5,NA,199.15428082263892,0.02764993624412077,0.34718974329451824,0.8324092763427956,0.999051410240337
AT1G69610,NA,NA,55.50708886905729,0.01325572267303914,0.3433993142267039,0.9242308713487044,0.999051410240337
AT1G69780,ATHB13,Encodes a homeodomain leucine zipper class I (HD-Zip I) protein.,180.23101189332937,0.0166738994303291,0.3303161882182943,0.9175643546791458,0.999051410240337
AT1G69935,SHW1,Encodes a nuclear localized serine-arginine-aspartate-rich protein that acts as a negative regulator of photomorphogenesis.,220.59783452976296,-0.01153355092828759,0.321515182725814,0.938860712656026,0.999051410240337
AT1G70020,NA,NA,15.771356288791214,0.00563545564542733,0.35567655042484136,0.9604232993500136,0.999051410240337
AT1G70060,SNL4,Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).,332.4061541921644,0.04009436058899286,0.3194513854480973,0.8131814450861875,0.999051410240337
AT1G70150,NA,NA,64.18721573390906,0.01026007916050225,0.3380450992063286,0.9458885211509518,0.999051410240337
AT1G70200,HPE1,NA,312.66606399713555,0.04859405417934141,0.3192573033162202,0.7753287755260543,0.999051410240337
AT1G70210,ATCYCD1;1,Encodes a D-type cyclin that physically interacts with CDC2A.  Its expression is upregulated early during germination.,106.25696942184048,0.00136664863756437,0.32322409855612816,0.9645878153708584,0.999051410240337
AT1G70230,AXY4,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",146.772326191791,-0.00219731831366367,0.3459975755663607,0.98081029738255,0.999051410240337
AT1G70320,UPL2,encodes a ubiquitin-protein ligase-like protein containing a HECT domain. There are six other HECT-domain UPLs in Arabidopsis.,958.4840269009258,0.02118033384132282,0.3172765546413015,0.9034743993734098,0.999051410240337
AT1G70430,NA,NA,22.11471811439911,0.00991818861062805,0.34597647856119595,0.9412050743841256,0.999051410240337
AT1G70480,JASSY,NA,396.1916722539035,0.01047365245609297,0.3325550114664602,0.9452999805518962,0.999051410240337
AT1G70500,NA,NA,14.725717895925737,-0.00783839320222222,0.3536767499735328,0.938937878904192,0.999051410240337
AT1G70510,ATK1,"A member of class I knotted1-like homeobox gene family (together with KNAT1). Similar to the knotted1 (kn1) homeobox gene of maize. KNAT2 acts synergistically with cytokinins and antagonistically with ethylene based on ectopic expression studies in different mutant backgrounds and hormone treatments. In addition, KNAT2 is negatively regulated by AS and YABBY genes. KNAT2 is strongly expressed in the shoot apex of seedlings, while in mature plants the gene is primarily expressed in flowers and inflorescence stems.",9.143310495956694,0.01915284662203791,0.3599018030549386,0.8395037666544621,0.999051410240337
AT1G70520,ASG6,Encodes a cysteine-rich receptor-like protein kinase.,198.12514799464185,0.00637457558614731,0.315651050468067,0.9740648805966492,0.999051410240337
AT1G70530,CRK3,Encodes a cysteine-rich receptor-like protein kinase.,194.723950002564,-0.00406863811116835,0.3244702719512184,0.9751827338847506,0.999051410240337
AT1G70550,NA,NA,83.13341632920663,0.03533499240448142,0.35052019860758077,0.7769692282007634,0.999051410240337
AT1G70560,CKRC1,"TAA1 is involved in the shade-induced production of indole-3-pyruvate (IPA), a precursor to IAA, a biologically active auxin. It is also involved in regulating many aspects of plant growth and development from embryogenesis to flower formation and plays a role in ethylene-mediated signaling. This enzyme can catalyze the formation of IPA from L-tryptophan. Though L-Trp is expected to be the preferred substrate in vivo, TAA1 also acts as an aminotransferase using L-Phe, L-Tyr, L-Leu, L-Ala, L-Met, and L-Gln.",99.69474917970518,-0.01092875738082364,0.34650782335858515,0.9254281455211768,0.999051410240337
AT1G70630,RAY1,NA,43.60147105454925,0.01389632656275109,0.3361460039296389,0.9265693261476678,0.999051410240337
AT1G70740,NA,NA,245.6213816469638,-0.01560159915818147,0.32097878457785506,0.9191158209749904,0.999051410240337
AT1G70750,MyoB2,NA,115.83337024670924,-0.03834326548208288,0.3297061229764549,0.8008512604528029,0.999051410240337
AT1G70800,CAR6,NA,15.670768161801494,0.02915263788366768,0.35427103500515383,0.796663299862389,0.999051410240337
AT1G70895,CLE17,Member of a large family of putative ligands homologous to the Clavata3 gene.  Consists of a single exon.,24.477230731709724,-0.00695230568266678,0.35061765870369327,0.9483892344457748,0.999051410240337
AT1G70900,NA,NA,662.6049273455187,-0.00401536043245624,0.3236437435850286,0.9756282533962636,0.999051410240337
AT1G70950,NA,NA,30.770671267751688,-0.01102256594801204,0.35060253309346057,0.9204674381755916,0.999051410240337
AT1G71015,NA,NA,15.220251089712267,0.01882092207843974,0.3502655887989125,0.8773074592149379,0.999051410240337
AT1G71050,AtHMP15,NA,82.28872788635113,-0.01100291358794477,0.32386694187482196,0.9413604761287868,0.999051410240337
AT1G71080,NA,NA,1086.4132659279585,-0.02987213131366031,0.3403872065927884,0.8244857937498543,0.999051410240337
AT1G71210,NA,NA,60.98388462426727,0.02204235888685998,0.33122231022433013,0.88798999345562,0.999051410240337
AT1G71220,EBS1,"Encodes UDP-glucose:glycoprotein glucosyltransferase. Non-receptor component required for EFR-mediated immunity. Mutants show de-repressed anthocyanin accumulation in the  presence of elf18, and EFR accumulation and signalling.",457.4296080165102,-0.03198278359369199,0.3057500054936611,0.8510546121544091,0.999051410240337
AT1G71350,NA,NA,145.6295884326985,0.01280394000990924,0.3222386001255144,0.9397786459657494,0.999051410240337
AT1G71360,AtSUN4,NA,113.16168996220716,-0.00112483237632674,0.31974232984148326,0.990816184458882,0.999051410240337
AT1G71400,AtRLP12,Encodes a CLAVATA2 (CLV2)-related gene. Complements the clv2 mutant when expressed under the control of the CLV2 promoter.,51.63723913110748,0.03539128157483685,0.3487942278283473,0.7811303652147097,0.999051410240337
AT1G71530,NA,NA,88.34687288883921,-0.01695364422485419,0.35296082474544777,0.8734878281587948,0.999051410240337
AT1G71696,SOL1,"Encodes a Putative Zn2+ carboxypeptidase, 4 splice variants have been identified but not characterized for different functions and/or expression patterns.SOL1 isolated as a suppressor of root- specific overexpression of CLE19, a clavata3 like gene. sol1 partially suppresses the short root phenotype caused  by CLE19 overexpression.",187.9294628986388,0.0193985707523376,0.31681899509482847,0.910770208579516,0.999051410240337
AT1G71740,NA,NA,17.662623079436823,-5.662445069426459e-4,0.3561734232165569,0.990392649078756,0.999051410240337
AT1G71750,HGPT,"Encodes a protein with  hypoxanthine-guanine-phosphoribosyltransferase activity. Unlike some related enzymes, it does not appear to act on xanthine in vitro. The enzyme catalyzes reactions occurring in both directions, but appears to prefer acting on guanine, followed by hypoxanthine, in vitro. The enzyme is likely to function in purine salvage pathways and appears to be important for seed germination.",38.39819407251253,0.03002468003488464,0.3349546680142591,0.8414354050058801,0.999051410240337
AT1G71760,NA,NA,9.049931801122009,0.01868790754369654,0.35938476887996784,0.8459472349171218,0.999051410240337
AT1G71840,NA,NA,338.6216860896903,0.01872619517363916,0.30658356467221776,0.9178816521812876,0.999051410240337
AT1G71860,ATPTP1,Encodes a protein with  tyrosine phosphatase activity that is downregulated in response to cold and upregulated in response to salt stress.,571.1036017365429,-0.046556044814091,0.31785373086329244,0.7772552338159872,0.999051410240337
AT1G71865,NA,NA,150.76299569243065,-0.00771057242690329,0.3172724200253224,0.9590533250884842,0.999051410240337
AT1G71900,ENOR3L4,NA,193.69139937212844,0.03910006104600573,0.3135166677583364,0.8214183100619018,0.999051410240337
AT1G71940,NA,NA,96.89814768452992,-0.01892132226234806,0.3275892544776517,0.8992606111876846,0.999051410240337
AT1G71960,ABCG25,Encodes a plasma membrane localized ABC transporter involved in abscisic acid transport and responses.,500.05313320805055,-0.00267980510944159,0.35066556807288013,0.9735931951217272,0.999051410240337
AT1G72090,NA,NA,260.4182979656532,0.03979080089669965,0.3194899294490445,0.8140317341534699,0.999051410240337
AT1G72120,AtNPF5.14,NA,304.2145350094247,-0.01156393048033243,0.3576533155588574,0.897280534146681,0.999051410240337
AT1G72175,NA,NA,95.78594740422632,0.04415939767294674,0.3330138163895048,0.7753676942656712,0.999051410240337
AT1G72240,NA,NA,13.61061022831422,-0.02674319371544222,0.35626939446641226,0.7963053022944977,0.999051410240337
AT1G72280,AERO1,endoplasmic reticulum oxidoreductin,43.31037419023215,0.00209734986255912,0.3328386677214813,0.9922403913615708,0.999051410240337
AT1G72310,ATL3,Encodes a putative RING-H2 zinc finger protein ATL3 (ATL3).,117.31281148952918,-0.03623019963583141,0.32216734902915206,0.8203322000388137,0.999051410240337
AT1G72320,APUM23,Encodes a member of the Arabidopsis Pumilio (APUM) proteins containing PUF domain (eight repeats of approximately 36 amino acids each). PUF proteins regulate both mRNA stability and translation through sequence-specific binding to the 3' UTR of target mRNA transcripts.,203.59092994551523,0.04729167649893712,0.3246955117040245,0.7742627267603223,0.999051410240337
AT1G72360,AtERF73,encodes a member of the ERF (ethylene response factor) subfamily B-2 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 5 members in this subfamily including RAP2.2 AND RAP2.12.,103.94893217362518,-0.01431677323358951,0.343056543970138,0.909043267772039,0.999051410240337
AT1G72390,PHL,NA,342.39757756451195,0.04128217724030188,0.3165250867178284,0.8102638471314488,0.999051410240337
AT1G72430,SAUR78,NA,433.0443885699163,-0.03309224655882763,0.34984051426016466,0.784000993689881,0.999051410240337
AT1G72480,NA,NA,176.89639268974142,0.01140359162581166,0.3223308874486263,0.9475565839351268,0.999051410240337
AT1G72560,PSD,"Encodes a karyopherin, specifically the Arabidopsis ortholog of LOS1/XPOT, a protein that mediates nuclear export of tRNAs in yeast and mammals.  PSD is capable of rescuing the tRNA export defect of los1 in S. cerevisiae. psd mutants display disrupted initiation of the shoot apical meristem and delay leaf initiation after germination; they also display delayed transition from vegetative to reproductive development.",109.2007556008981,-0.00248563327016233,0.3190717256246298,0.9843164480235514,0.999051410240337
AT1G72680,ATCAD1,NA,1133.3587086049092,0.0298418459489108,0.3554163901755053,0.7916501517155484,0.999051410240337
AT1G72750,ATTIM23-2,NA,626.1303379873442,-0.02405513129522833,0.3096521416977103,0.8843960020857542,0.999051410240337
AT1G72770,AtHAB1,mutant has ABA hypersensitive inhibition of seed germination; Protein Phosphatase 2C; regulates the activation of the Snf1-related kinase OST1 by abscisic acid.,1932.86479166794,0.01786015345122271,0.3563978409691777,0.8763514126838436,0.999051410240337
AT1G72860,NA,NA,7.099511085831508,0.00302319594771345,0.3620690347602784,0.9743503445062272,0.999051410240337
AT1G72950,NA,NA,9.857464628840548,-0.01577763418264504,0.3578037158189887,0.8691924015272834,0.999051410240337
AT1G73160,NA,NA,9.729986486006904,-0.02753979924430925,0.3581028512831681,0.780309561037804,0.999051410240337
AT1G73170,NA,NA,507.8394268198614,0.04661772597132074,0.3199907131749375,0.7854262601805277,0.999051410240337
AT1G73177,APC13,"The BONSAI gene encodes a protein with similarity to the APC13 component of the Anaphase Promoting Complex. Plants with lowered level of BONSAI expression, resulting from hypomethylation, RNAi knock-down, or a T-DNA insertion show some abnormalities in shoot and inflorescence development.",34.462709277284986,0.03653802725262659,0.3418951472292743,0.7948265071500958,0.999051410240337
AT1G73200,NA,NA,312.6022489901414,-0.03317964184638578,0.31836625564370846,0.8369775226736347,0.999051410240337
AT1G73250,ATFX,"encodes a bifunctional 3, 5-epimerase-4-reductase in L-fucose synthesis and converts GDP-D-mannose to GDP-L-fucose in vitro along with MUR1 (GDP-D-mannose 4,6-dehydratase). It is expressed in all tissues examined, but most abundantly in roots and flowers.",151.3423347099576,-0.00171082492561206,0.32013992077361,0.9878769560792792,0.999051410240337
AT1G73280,scpl3,NA,12.045885908746172,-0.00576585575919237,0.35791871023820876,0.94839085525569,0.999051410240337
AT1G73310,scpl4,NA,40.162122980518745,-0.03908721725341591,0.3357140882536771,0.7883633781597256,0.999051410240337
AT1G73440,NA,NA,82.40839370010755,-0.03182197069256649,0.3293837516134777,0.8332492157825867,0.999051410240337
AT1G73470,NA,NA,340.0865676152776,-0.02478004693452349,0.3224858353363882,0.8707288680450556,0.999051410240337
AT1G73580,CAR3,NA,8.56429106751639,0.00800459875527137,0.3606669745192523,0.9309140954946236,0.999051410240337
AT1G73602,NA,"Upstream open reading frames (uORFs) are small open reading frames found in the 5' UTR of a mature mRNA, and can potentially mediate translational regulation of the largest, or major, ORF (mORF). CPuORF32 represents a conserved upstream opening reading frame relative to major ORF AT1G73600.1",14.571172897252447,0.00583998405156674,0.3639387184037517,0.9427603504781824,0.999051410240337
AT1G73620,NA,NA,109.48471928876374,-0.02925707634791942,0.3555854881101143,0.7800420049739731,0.999051410240337
AT1G73720,SMU1,"Encodes SMU1, a protein involved in RNA splicing.",247.3312208090649,0.02317451635474401,0.3152641526106087,0.8941104773418224,0.999051410240337
AT1G73740,NA,NA,224.13980470708356,0.0104360731699999,0.3323553791857222,0.9483745918068412,0.999051410240337
AT1G73830,BEE3,NA,180.6840011129569,-0.01243822853277639,0.3509801914521681,0.9080163767624608,0.999051410240337
AT1G73840,ESP1,"Resembles the CstF64 family of RNA processing factors that are conserved between yeast and mammals.  In mammals, CstF64 is a component of the CstF complex which is required for mRNA 3'end formation along with other factors.",645.9680740158143,0.03821215419889292,0.3090619820717537,0.8298138952268972,0.999051410240337
AT1G73860,NA,NA,11.519627053388655,0.02812232104656051,0.3554318620757789,0.7978915300047082,0.999051410240337
AT1G73940,NA,NA,245.9794257094178,0.03282849155509625,0.33440496353319454,0.830188937637441,0.999051410240337
AT1G73950,NA,NA,123.62579428975538,0.00368665681601545,0.3158679596562766,0.9858398424340598,0.999051410240337
AT1G74050,NA,NA,2336.193401956111,0.04797928149000822,0.30615743989358973,0.7892694159371029,0.999051410240337
AT1G74055,NA,NA,32.47268519516539,-0.00704244360642037,0.34899574807368006,0.9490142038541496,0.999051410240337
AT1G74060,NA,NA,1734.5225461886723,0.02722893743294712,0.314592089072227,0.8758208957045305,0.999051410240337
AT1G74120,mTERF15,NA,25.79580817062572,0.03575568092362548,0.34393107880652996,0.7938276396882102,0.999051410240337
AT1G74210,AtGDPD5,NA,215.15309958528852,0.04543019620999632,0.3314280204499059,0.7732148116492017,0.999051410240337
AT1G74230,GR-RBP5,encodes a glycine-rich RNA binding protein.,578.5891037257952,0.013527657829254,0.3047012421085638,0.9415818554252394,0.999051410240337
AT1G74250,NA,NA,409.1125882799402,-0.00998047891217683,0.3050138286116704,0.9504355116844024,0.999051410240337
AT1G74310,ATHSP101,"Encodes ClpB1, which belongs to the Casein lytic proteinase/heat shock protein 100 (Clp/Hsp100) family.  Involved in refolding of proteins which form aggregates under heat stress. Also known as AtHsp101.  AtHsp101 is a cytosolic heat shock protein required for acclimation to high temperature.",325.05655298045286,0.02917311382471097,0.3537671800630613,0.8024030767764206,0.999051410240337
AT1G74330,NA,NA,115.51377870441806,-0.00944329124483964,0.3291460422701124,0.9465173627883514,0.999051410240337
AT1G74490,PBL29,NA,17.01950204280672,-0.00136509559403203,0.34783762042874083,0.987720130027961,0.999051410240337
AT1G74520,ATHVA22A,Part of the AtHVA22a family. Protein expression is ABA- and stress-inducible.,276.3489783732401,-0.02770709133752106,0.3142118435068156,0.8659297100632568,0.999051410240337
AT1G74530,NA,NA,182.8861846312171,0.04570256244547346,0.31399428462601936,0.7922985318793301,0.999051410240337
AT1G74580,NA,NA,7.728376814160172,-0.00460863525061958,0.3598966302281039,0.95562322952164,0.999051410240337
AT1G74600,OTP87,NA,15.345134771661176,-0.02774067596503124,0.3511924434041664,0.8111537780467042,0.999051410240337
AT1G74670,GASA6,NA,756.6279445725836,-0.00511850339821312,0.3568813101620241,0.9471581997122738,0.999051410240337
AT1G74720,MCTP15,"Encodes a putative transmembrane protein carrying four C(2) domains, suggesting that QKY may function in membrane trafficking in a Ca(2+)-dependent fashion.  Mutant analysis shows that this gene is involved in organ development.",202.16763901276465,0.00910350623261582,0.31968615319416804,0.9596314033707808,0.999051410240337
AT1G74750,NA,NA,56.455666193671064,-0.03038748035585788,0.3358876194511711,0.8317820812019757,0.999051410240337
AT1G74790,NA,NA,473.03588283385966,-0.00766168178118245,0.3229937624457749,0.9567244457387148,0.999051410240337
AT1G74860,NA,NA,123.20604995695948,-0.00369646345562055,0.33352801957198164,0.9754908613838144,0.999051410240337
AT1G74900,OTP43,NA,14.10057693985041,-0.03031242307289735,0.3528174059364618,0.7892562251810336,0.999051410240337
AT1G74910,KJC1,NA,1795.163118599493,0.04640259671842475,0.3192505891769201,0.7862228019079405,0.999051410240337
AT1G75020,LPAT4,NA,155.25727113433837,-0.03620189787660654,0.32398266016292154,0.8182617075535953,0.999051410240337
AT1G75080,BZR1,"Encodes a positive regulator of the brassinosteroid (BR) signalling pathway that mediates both downstream BR responses and negative feedback regulation of BR biosynthesis. There is evidence for phosphorylation-dependent nucleocytoplasmic shuttling of BZR1. GSK3-like kinases (including BIN2), 14-3-3 proteins, and the phosphatase BSU1 seem to participate in this process. Phosphorylation also appears to affect BZR1's transcriptional activities.",388.3771660833083,-0.03479028289403503,0.31144042304337144,0.8351286374408198,0.999051410240337
AT1G75110,RRA2,NA,8.966957260511169,-0.0108134497718215,0.35664198134273856,0.911460625253902,0.999051410240337
AT1G75120,RRA1,NA,36.11494943767158,0.00801110262038168,0.3472934386741062,0.9525125558163688,0.999051410240337
AT1G75240,AtHB33,NA,174.22806955298694,-0.01316330583309269,0.3372953177565476,0.9209943992147992,0.999051410240337
AT1G75250,ATRL6,NA,9.380969773685068,0.00416979013265526,0.3607001786170743,0.9655469895933276,0.999051410240337
AT1G75260,NA,NA,26.253634853726588,-0.03067750871779307,0.3419421780840407,0.8191827712104985,0.999051410240337
AT1G75290,NA,encodes a protein whose sequence is similar to an isoflavone reductase,11.730686651744351,0.00966740176000353,0.3592234187450153,0.9215770348742554,0.999051410240337
AT1G75340,NA,NA,281.3212683454295,-0.01106984337540982,0.3131004349739565,0.9435698850379068,0.999051410240337
AT1G75400,NA,NA,469.46748511191754,0.04380207177745334,0.3386965269340846,0.767738060241862,0.999051410240337
AT1G75460,NA,NA,1034.0067610198205,0.03052445775499998,0.3212631972325065,0.8563359692161968,0.999051410240337
AT1G75510,NA,NA,329.88375880324395,0.00853880574151405,0.31127305258562743,0.9640182651024032,0.999051410240337
AT1G75550,NA,NA,7.773462149809131,-0.00974286844474906,0.35896356691358366,0.9137987171786048,0.999051410240337
AT1G75730,NA,NA,246.7506639755248,-0.01221445582711248,0.3214680587950323,0.9354174730644628,0.999051410240337
AT1G75900,NA,NA,95.03942002150542,0.01369230905754388,0.3323753801507752,0.9305002237170168,0.999051410240337
AT1G75960,NA,NA,114.3676306794981,-0.00623287030534609,0.3582539059927239,0.9402640695108068,0.999051410240337
AT1G76030,AtVAB1,"Encodes the vacuolar ATP synthase subunit B1. This subunit was shown to interact with the gene product of hexokinase1 (ATHXK1). This interaction, however, is solely restricted to the nucleus.",1646.1075348593213,-0.0469022224811687,0.31162280436963,0.7808623765030829,0.999051410240337
AT1G76100,PETE1,One of two Arabidopsis plastocyanin genes. Expressed at 1/10th level of PETE2. Does not respond to increased copper levels and is thought to be the isoform that participates in electron transport under copper-limiting conditions.,1668.7307709679235,0.02493762934054244,0.32422687258458704,0.8820715356867319,0.999051410240337
AT1G76120,NA,NA,31.363966761989744,0.03107581680408596,0.34437617334985515,0.8187089562439046,0.999051410240337
AT1G76130,AMY2,"alpha-amylase, putative / 1,4-alpha-D-glucan glucanohydrolase, putative, strong similarity to alpha-amylase GI:7532799 from (Malus x domestica);contains Pfam profile PF00128: Alpha amylase, catalytic domain. Predicted to be secreted based on SignalP analysis.",196.15174681546057,0.00730590623814073,0.33887296384751736,0.962286428341134,0.999051410240337
AT1G76280,NA,NA,90.21448757248764,0.02379094238223059,0.3246032195093421,0.8848255953057254,0.999051410240337
AT1G76340,GGLT1,Encodes a nucleotide-sugar transporter.,87.1603925901164,-5.751523723558807e-4,0.3250317301023699,0.9934185089699964,0.999051410240337
AT1G76350,NLP5,NA,118.32018781813082,0.01834099505850219,0.32132490962646354,0.913685074006782,0.999051410240337
AT1G76400,OST1b,NA,377.3783245683819,0.02785295026083156,0.313877872935295,0.8730864433978487,0.999051410240337
AT1G76660,NA,NA,249.16550926452663,-0.02286698784805063,0.3099684154243465,0.8912002146103618,0.999051410240337
AT1G76670,URGT1,NA,719.607754193363,0.02076296200734177,0.30512688189719783,0.9094434094503114,0.999051410240337
AT1G76700,NA,NA,296.3625424070949,-0.01747832749811328,0.32934556262095954,0.9043906607502398,0.999051410240337
AT1G76710,ASHH1,NA,168.96797362552698,-0.02802837620919839,0.3123436899500317,0.8657195262575693,0.999051410240337
AT1G76760,ATY1,Encodes a y-type thioredoxin (Trx-y1) localized in chloroplast stroma.,36.82378392572871,-0.02160380060692656,0.33630370228873585,0.8777937738482907,0.999051410240337
AT1G76780,NA,NA,57.92523741327057,-0.01852671301724415,0.3419230233085786,0.8867838348456077,0.999051410240337
AT1G76810,eIF5B1,NA,2175.9623230508337,0.05051530066100311,0.31777842905378356,0.7697809167752452,0.999051410240337
AT1G76850,SEC5A,Encodes a member of the exocyst complex gene family. The exocyst is a protein complex involved in tethering vesicles to the plasma membrane during regulated or polarized secretion.,604.1727125124386,-0.04145490226382038,0.3074908155835911,0.8018789873559042,0.999051410240337
AT1G76870,NA,NA,22.564336299547374,-0.00811810275020729,0.3438208460143376,0.9470428532335752,0.999051410240337
AT1G76878,NA,NA,14.90490331912538,0.02726418796173835,0.35658435760781193,0.7978803194583778,0.999051410240337
AT1G76880,DF1,NA,505.2378038471017,0.01009870388335537,0.3340562425184493,0.9509565595893285,0.999051410240337
AT1G76940,NSRa,NA,193.3263302463664,-9.856028221079775e-4,0.3154193710830456,0.9927450337198658,0.999051410240337
AT1G76950,PRAF1,NA,183.67564336682193,0.0056463438493847,0.3139694731733743,0.9766349432204317,0.999051410240337
AT1G77000,ATSKP2;2,"AtSKP2;2 is a homolog of human SKP2, the human F-box protein that recruits E2F1.  Contains an F-box motif at the N-terminal region and a C-terminal Leu-rich repeat domain.  Forms part of an E3-ubiquitin-ligase SCF (Skp1, cullin, F-box) complex and recruits phosphorylated AtE2Fc, a transcriptional factor that might play a role in cell division and during the transition from skotomorphogenesis to photomorphogenesis.  AtSKP2;1 (At1g21410) and AtSKP2;2 (At1g77000) may be duplicated genes. AtSKP2b may also be involved in the degradation of KRP1/ICK1, a CDK inhibitor.",609.8116865038961,-0.01515865336669295,0.35291910306792007,0.8826333097905719,0.999051410240337
AT1G77122,NA,NA,199.9327934389316,-0.00944768526119211,0.3197953047613475,0.9497517858843912,0.999051410240337
AT1G77200,NA,encodes a member of the DREB subfamily A-4 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 17 members in this subfamily including TINY.,15.355872109657636,0.02560200767000655,0.3589225235459182,0.7969265539293454,0.999051410240337
AT1G77310,UBN2,NA,37.42041782449297,-0.02206799338202422,0.3466062857517174,0.8580278098404833,0.999051410240337
